transaction_id,merchant_id,txn_ts_utc,amount,status,payment_method
t_004325,m_1002,2026-01-18T17:40:23Z,71.64,APPROVED,WALLET
t_004326,m_1002,2026-01-18T06:44:08Z,60.4,APPROVED,WALLET
t_004327,m_1007,2026-01-18T15:49:38Z,194.65,DECLINED,WALLET
t_004328,m_1003,2026-01-18T19:58:04Z,35.38,APPROVED,WALLET
t_004329,m_1007,2026-01-18T22:45:57Z,46.44,APPROVED,WALLET
t_004330,m_1002,2026-01-18T20:38:33Z,98.88,APPROVED,WALLET
t_004331,m_1005,2026-01-18T21:09:08Z,6.23,APPROVED,CARD
t_004332,m_1004,2026-01-18T19:25:37Z,104.12,APPROVED,WALLET
t_004333,m_1004,2026-01-18T20:49:37Z,227.49,DECLINED,CARD
t_004334,m_1005,2026-01-18T20:35:50Z,238.01,APPROVED,CARD
t_004335,m_1003,2026-01-18T18:52:47Z,121.19,DECLINED,WALLET
t_004336,m_1006,2026-01-18T16:54:28Z,154.09,APPROVED,WALLET
t_004337,m_1001,2026-01-18T10:16:07Z,64.4,APPROVED,CARD
t_004338,m_1005,2026-01-18T08:35:57Z,153.37,APPROVED,WALLET
t_004339,m_1002,2026-01-18T20:35:33Z,187.4,DECLINED,CARD
t_004340,m_1002,2026-01-18T04:18:25Z,5.93,APPROVED,CARD
t_004341,m_1003,2026-01-18T10:09:03Z,164.31,APPROVED,WALLET
t_004342,m_1004,2026-01-18T05:00:53Z,155.58,APPROVED,CARD
t_004343,m_1007,2026-01-18T10:24:47Z,164.23,APPROVED,CARD
t_004344,m_1007,2026-01-18T09:42:46Z,234.17,APPROVED,WALLET
t_004345,m_1001,2026-01-18T00:34:13Z,130.84,APPROVED,WALLET
t_004346,m_1002,2026-01-18T21:41:53Z,137.49,APPROVED,WALLET
t_004347,m_1006,2026-01-18T11:10:53Z,168.99,APPROVED,CARD
t_004348,m_1003,2026-01-18T00:23:21Z,156.6,APPROVED,CARD
t_004349,m_1001,2026-01-18T17:42:11Z,61.07,APPROVED,CARD
t_004350,m_1005,2026-01-18T16:32:27Z,109.03,DECLINED,CARD
t_004351,m_1005,2026-01-18T08:54:35Z,226.77,APPROVED,CARD
t_004352,m_1006,2026-01-18T12:37:25Z,135.12,DECLINED,CARD
t_004353,m_1004,2026-01-18T22:29:23Z,64.14,DECLINED,WALLET
t_004354,m_1005,2026-01-18T13:56:26Z,28.27,APPROVED,WALLET
t_004355,m_1004,2026-01-18T05:13:48Z,191.94,DECLINED,WALLET
t_004356,m_1007,2026-01-18T00:13:19Z,64.61,DECLINED,WALLET
t_004357,m_1003,2026-01-18T04:06:45Z,43.77,APPROVED,CARD
t_004358,m_1006,2026-01-18T06:37:30Z,166.31,APPROVED,WALLET
t_004359,m_1001,2026-01-18T00:26:03Z,125.81,APPROVED,CARD
t_004360,m_1001,2026-01-18T16:56:22Z,18.81,APPROVED,CARD
t_004361,m_1001,2026-01-18T05:00:44Z,85.71,APPROVED,CARD
t_004362,m_1005,2026-01-18T06:46:33Z,122.87,APPROVED,CARD
t_004363,m_1002,2026-01-18T10:10:46Z,48.82,APPROVED,WALLET
t_004364,m_1003,2026-01-18T15:18:18Z,139.06,APPROVED,WALLET
t_004365,m_1004,2026-01-18T14:43:01Z,112.93,DECLINED,WALLET
t_004366,m_1007,2026-01-18T04:23:49Z,59.08,DECLINED,CARD
t_004367,m_1006,2026-01-18T16:03:26Z,82.71,APPROVED,CARD
t_004368,m_1007,2026-01-18T16:05:40Z,11.91,DECLINED,WALLET
t_004369,m_1001,2026-01-18T16:29:44Z,62.39,APPROVED,WALLET
t_004370,m_1001,2026-01-18T09:08:22Z,98.04,DECLINED,CARD
t_004371,m_1005,2026-01-18T02:30:35Z,199.41,APPROVED,WALLET
t_004372,m_1003,2026-01-18T18:35:47Z,22.99,APPROVED,CARD
t_004373,m_1003,2026-01-18T15:25:16Z,70.36,APPROVED,WALLET
t_004374,m_1006,2026-01-18T12:29:15Z,151.96,APPROVED,WALLET
t_004375,m_1001,2026-01-18T22:04:31Z,205.94,APPROVED,WALLET
t_004376,m_1001,2026-01-18T20:03:15Z,223.44,APPROVED,WALLET
t_004377,m_1003,2026-01-18T10:38:07Z,136.51,DECLINED,CARD
t_004378,m_1005,2026-01-18T18:38:09Z,47.43,APPROVED,CARD
t_004379,m_1006,2026-01-18T07:08:37Z,97.82,APPROVED,CARD
t_004380,m_1002,2026-01-18T17:32:23Z,229.13,APPROVED,WALLET
t_004381,m_1006,2026-01-18T09:30:40Z,243.12,APPROVED,WALLET
t_004382,m_1005,2026-01-18T18:26:00Z,40.86,APPROVED,WALLET
t_004383,m_1001,2026-01-18T13:02:18Z,174.09,APPROVED,CARD
t_004384,m_1007,2026-01-18T06:57:46Z,61.85,APPROVED,CARD
t_004385,m_1002,2026-01-18T01:53:59Z,50.3,DECLINED,WALLET
t_004386,m_1003,2026-01-18T00:42:32Z,227.29,DECLINED,WALLET
t_004387,m_1004,2026-01-18T01:27:32Z,180.94,APPROVED,WALLET
t_004388,m_1001,2026-01-18T20:21:10Z,13.61,APPROVED,CARD
t_004389,m_1005,2026-01-18T23:52:39Z,26.34,APPROVED,WALLET
t_004390,m_1007,2026-01-18T07:35:05Z,26.15,APPROVED,CARD
t_004391,m_1007,2026-01-18T13:18:24Z,28.21,APPROVED,WALLET
t_004392,m_1005,2026-01-18T11:33:35Z,15.1,APPROVED,WALLET
t_004393,m_1002,2026-01-18T06:21:42Z,32.91,APPROVED,WALLET
t_004394,m_1001,2026-01-18T10:04:29Z,200.38,APPROVED,CARD
t_004395,m_1002,2026-01-18T00:37:20Z,59.18,DECLINED,CARD
t_004396,m_1004,2026-01-18T16:17:17Z,93.07,APPROVED,WALLET
t_004397,m_1006,2026-01-18T23:49:50Z,17.48,APPROVED,CARD
t_004398,m_1006,2026-01-18T06:42:05Z,112.89,APPROVED,WALLET
t_004399,m_1006,2026-01-18T02:30:52Z,155.74,APPROVED,CARD
t_004400,m_1005,2026-01-18T09:17:26Z,219.53,APPROVED,WALLET
t_004401,m_1004,2026-01-18T04:30:55Z,103.94,APPROVED,WALLET
t_004402,m_1001,2026-01-18T12:24:14Z,244.14,APPROVED,WALLET
t_004403,m_1001,2026-01-18T18:14:19Z,7.55,APPROVED,WALLET
t_004404,m_1001,2026-01-18T07:22:58Z,99.21,APPROVED,WALLET
t_004405,m_1007,2026-01-18T01:46:25Z,61.8,APPROVED,CARD
t_004406,m_1004,2026-01-18T00:17:23Z,14.35,APPROVED,CARD
t_004407,m_1006,2026-01-18T21:36:27Z,69.06,APPROVED,CARD
t_004408,m_1001,2026-01-18T07:23:37Z,14.3,APPROVED,CARD
t_004409,m_1001,2026-01-18T08:05:40Z,10.6,APPROVED,CARD
t_004410,m_1005,2026-01-18T08:57:21Z,42.47,APPROVED,WALLET
t_004411,m_1007,2026-01-18T12:39:36Z,118.74,APPROVED,CARD
t_004412,m_1007,2026-01-18T03:49:36Z,163.54,APPROVED,WALLET
t_004413,m_1001,2026-01-18T01:41:39Z,180.14,APPROVED,CARD
t_004414,m_1007,2026-01-18T15:49:22Z,229.6,DECLINED,WALLET
t_004415,m_1006,2026-01-18T10:58:16Z,203.49,DECLINED,CARD
t_004416,m_1001,2026-01-18T10:53:18Z,187.68,DECLINED,WALLET
t_004417,m_1006,2026-01-18T09:44:59Z,84.69,APPROVED,CARD
t_004418,m_1005,2026-01-18T00:33:40Z,141.8,APPROVED,WALLET
t_004419,m_1003,2026-01-18T21:28:22Z,134.0,APPROVED,WALLET
t_004420,m_1007,2026-01-18T11:16:25Z,245.16,APPROVED,CARD
t_004421,m_1005,2026-01-18T23:24:23Z,40.33,APPROVED,WALLET
t_004422,m_1001,2026-01-18T10:44:44Z,103.92,APPROVED,WALLET
t_004423,m_1001,2026-01-18T14:20:53Z,37.9,APPROVED,CARD
t_004424,m_1004,2026-01-18T00:21:18Z,114.16,APPROVED,WALLET
t_004425,m_1004,2026-01-18T00:32:08Z,52.0,APPROVED,CARD
t_004426,m_1003,2026-01-18T17:12:23Z,10.2,APPROVED,CARD
t_004427,m_1006,2026-01-18T00:08:04Z,112.26,APPROVED,CARD
t_004428,m_1004,2026-01-18T16:57:51Z,26.64,APPROVED,WALLET
t_004429,m_1005,2026-01-18T15:01:36Z,18.74,APPROVED,WALLET
t_004430,m_1003,2026-01-18T02:33:13Z,63.97,APPROVED,WALLET
t_004431,m_1005,2026-01-18T09:03:03Z,178.43,DECLINED,WALLET
t_004432,m_1002,2026-01-18T03:18:43Z,203.57,APPROVED,WALLET
t_004433,m_1005,2026-01-18T01:51:20Z,181.64,APPROVED,CARD
t_004434,m_1007,2026-01-18T21:56:59Z,132.84,APPROVED,WALLET
t_004435,m_1004,2026-01-18T10:15:54Z,180.61,APPROVED,WALLET
t_004436,m_1003,2026-01-18T13:15:56Z,33.83,APPROVED,WALLET
t_004437,m_1006,2026-01-18T20:43:31Z,68.54,APPROVED,WALLET
t_004438,m_1004,2026-01-18T18:40:00Z,95.75,APPROVED,CARD
t_004439,m_1002,2026-01-18T23:41:30Z,212.42,APPROVED,CARD
t_004440,m_1005,2026-01-18T09:03:15Z,214.39,APPROVED,CARD
t_004441,m_1005,2026-01-18T06:20:10Z,9.79,APPROVED,WALLET
t_004442,m_1002,2026-01-18T07:24:12Z,213.1,APPROVED,WALLET
t_004443,m_1002,2026-01-18T23:17:08Z,55.35,DECLINED,WALLET
t_004444,m_1003,2026-01-18T08:50:02Z,49.36,APPROVED,CARD
t_004445,m_1003,2026-01-18T08:11:48Z,43.89,APPROVED,WALLET
t_004446,m_1004,2026-01-18T21:04:55Z,149.86,APPROVED,CARD
t_004447,m_1004,2026-01-18T16:09:58Z,61.86,DECLINED,CARD
t_004448,m_1002,2026-01-18T18:15:55Z,86.85,APPROVED,CARD
t_004449,m_1002,2026-01-18T23:24:11Z,8.85,APPROVED,CARD
t_004450,m_1001,2026-01-18T14:26:39Z,50.06,APPROVED,CARD
t_004451,m_1005,2026-01-18T09:31:18Z,37.59,DECLINED,WALLET
t_004452,m_1006,2026-01-18T02:24:38Z,149.18,APPROVED,CARD
t_004453,m_1007,2026-01-18T22:57:30Z,85.19,APPROVED,CARD
t_004454,m_1003,2026-01-18T09:10:44Z,87.83,DECLINED,CARD
t_004455,m_1004,2026-01-18T11:02:27Z,143.61,APPROVED,CARD
t_004456,m_1002,2026-01-18T18:48:14Z,34.14,APPROVED,WALLET
t_004457,m_1007,2026-01-18T09:42:15Z,56.11,APPROVED,WALLET
t_004458,m_1006,2026-01-18T05:08:58Z,35.12,APPROVED,WALLET
t_004459,m_1002,2026-01-18T06:57:04Z,105.59,APPROVED,CARD
t_004460,m_1004,2026-01-18T13:42:59Z,77.14,APPROVED,WALLET
t_004461,m_1001,2026-01-18T07:04:35Z,92.61,APPROVED,CARD
t_004462,m_1003,2026-01-18T20:58:20Z,45.27,APPROVED,WALLET
t_004463,m_1002,2026-01-18T21:30:18Z,24.41,APPROVED,WALLET
t_004464,m_1007,2026-01-18T10:09:46Z,16.72,DECLINED,WALLET
t_004465,m_1001,2026-01-18T23:03:41Z,217.6,APPROVED,WALLET
t_004466,m_1005,2026-01-18T05:42:27Z,115.27,APPROVED,CARD
t_004467,m_1007,2026-01-18T14:40:53Z,42.92,APPROVED,CARD
t_004468,m_1006,2026-01-18T13:49:12Z,201.9,APPROVED,WALLET
t_004469,m_1006,2026-01-18T13:46:56Z,238.96,APPROVED,WALLET
t_004470,m_1006,2026-01-18T02:25:18Z,144.91,APPROVED,WALLET
t_004471,m_1006,2026-01-18T20:00:13Z,29.26,DECLINED,WALLET
t_004472,m_1006,2026-01-18T19:36:53Z,137.02,APPROVED,CARD
t_004473,m_1003,2026-01-18T20:26:58Z,177.55,APPROVED,WALLET
t_004474,m_1007,2026-01-18T10:42:00Z,217.16,APPROVED,CARD
t_004475,m_1002,2026-01-18T14:13:49Z,218.54,APPROVED,CARD
t_004476,m_1002,2026-01-18T07:35:37Z,66.91,APPROVED,CARD
t_004477,m_1001,2026-01-18T05:21:45Z,138.59,APPROVED,CARD
t_004478,m_1006,2026-01-18T03:33:21Z,155.32,APPROVED,WALLET
t_004479,m_1002,2026-01-18T08:35:01Z,4.51,APPROVED,WALLET
t_004480,m_1004,2026-01-18T23:51:58Z,219.35,APPROVED,CARD
t_004481,m_1007,2026-01-18T20:11:33Z,176.84,APPROVED,WALLET
t_004482,m_1003,2026-01-18T05:53:52Z,222.76,APPROVED,WALLET
t_004483,m_1004,2026-01-18T15:44:47Z,127.74,APPROVED,CARD
t_004484,m_1002,2026-01-18T06:59:28Z,133.12,APPROVED,WALLET
t_004485,m_1001,2026-01-18T11:15:42Z,138.25,APPROVED,CARD
t_004486,m_1004,2026-01-18T17:49:03Z,98.26,APPROVED,CARD
t_004487,m_1006,2026-01-18T08:43:36Z,161.86,APPROVED,WALLET
t_004488,m_1006,2026-01-18T19:37:38Z,135.74,DECLINED,WALLET
t_004489,m_1004,2026-01-18T00:50:48Z,170.98,APPROVED,WALLET
t_004490,m_1005,2026-01-18T09:11:36Z,194.55,APPROVED,CARD
t_004491,m_1001,2026-01-18T21:11:54Z,229.87,APPROVED,WALLET
t_004492,m_1007,2026-01-18T04:04:03Z,210.41,APPROVED,CARD
t_004493,m_1004,2026-01-18T02:51:24Z,102.29,APPROVED,WALLET
t_004494,m_1003,2026-01-18T12:09:57Z,82.05,APPROVED,WALLET
t_004495,m_1003,2026-01-18T11:16:31Z,167.55,APPROVED,WALLET
t_004496,m_1003,2026-01-18T11:11:48Z,190.51,DECLINED,WALLET
t_004497,m_1001,2026-01-18T05:52:16Z,119.42,APPROVED,CARD
t_004498,m_1001,2026-01-18T13:11:33Z,113.54,APPROVED,WALLET
t_004499,m_1007,2026-01-18T18:07:54Z,36.23,APPROVED,WALLET
t_004500,m_1001,2026-01-18T14:09:24Z,90.49,APPROVED,CARD
t_004501,m_1002,2026-01-19T08:45:55Z,78.08,APPROVED,WALLET
t_004502,m_1003,2026-01-19T00:10:09Z,201.11,APPROVED,CARD
t_004503,m_1005,2026-01-19T13:52:58Z,135.23,APPROVED,CARD
t_004504,m_1007,2026-01-19T10:51:52Z,119.34,APPROVED,CARD
t_004505,m_1004,2026-01-19T00:40:15Z,104.12,APPROVED,WALLET
t_004506,m_1007,2026-01-19T09:08:09Z,229.37,APPROVED,WALLET
t_004507,m_1001,2026-01-19T05:55:02Z,200.04,APPROVED,CARD
t_004508,m_1005,2026-01-19T20:52:47Z,135.3,APPROVED,WALLET
t_004509,m_1006,2026-01-19T02:21:13Z,69.84,APPROVED,WALLET
t_004510,m_1006,2026-01-19T02:15:52Z,153.22,APPROVED,WALLET
t_004511,m_1002,2026-01-19T09:18:21Z,247.54,APPROVED,CARD
t_004512,m_1002,2026-01-19T12:22:24Z,153.72,APPROVED,WALLET
t_004513,m_1003,2026-01-19T01:26:29Z,53.94,APPROVED,WALLET
t_004514,m_1007,2026-01-19T23:35:31Z,77.24,APPROVED,CARD
t_004515,m_1005,2026-01-19T10:59:31Z,161.31,DECLINED,WALLET
t_004516,m_1006,2026-01-19T00:38:56Z,86.52,APPROVED,CARD
t_004517,m_1002,2026-01-19T22:27:27Z,3.77,APPROVED,WALLET
t_004518,m_1003,2026-01-19T05:01:41Z,218.43,DECLINED,CARD
t_004519,m_1001,2026-01-19T12:04:58Z,134.25,DECLINED,CARD
t_004520,m_1003,2026-01-19T17:46:17Z,153.99,DECLINED,WALLET
t_004521,m_1002,2026-01-19T10:39:09Z,13.57,APPROVED,WALLET
t_004522,m_1006,2026-01-19T15:41:30Z,73.93,APPROVED,WALLET
t_004523,m_1005,2026-01-19T12:28:07Z,165.28,APPROVED,WALLET
t_004524,m_1006,2026-01-19T09:07:58Z,172.78,APPROVED,CARD
t_004525,m_1001,2026-01-19T17:05:33Z,189.51,APPROVED,WALLET
t_004526,m_1007,2026-01-19T21:53:33Z,218.89,APPROVED,WALLET
t_004527,m_1001,2026-01-19T19:28:26Z,42.74,APPROVED,CARD
t_004528,m_1002,2026-01-19T14:39:01Z,185.13,APPROVED,WALLET
t_004529,m_1006,2026-01-19T21:15:48Z,72.51,APPROVED,WALLET
t_004530,m_1003,2026-01-19T17:37:13Z,27.82,DECLINED,CARD
t_004531,m_1006,2026-01-19T00:05:24Z,102.8,APPROVED,CARD
t_004532,m_1006,2026-01-19T21:55:58Z,171.46,APPROVED,CARD
t_004533,m_1004,2026-01-19T18:27:32Z,40.37,APPROVED,WALLET
t_004534,m_1007,2026-01-19T12:20:52Z,87.28,APPROVED,CARD
t_004535,m_1004,2026-01-19T05:12:15Z,36.41,APPROVED,CARD
t_004536,m_1006,2026-01-19T16:10:07Z,114.5,APPROVED,CARD
t_004537,m_1002,2026-01-19T05:50:14Z,119.73,APPROVED,CARD
t_004538,m_1001,2026-01-19T14:37:20Z,206.6,DECLINED,WALLET
t_004539,m_1001,2026-01-19T22:54:56Z,139.61,APPROVED,WALLET
t_004540,m_1005,2026-01-19T11:01:45Z,67.46,APPROVED,WALLET
t_004541,m_1004,2026-01-19T16:56:20Z,80.87,APPROVED,CARD
t_004542,m_1007,2026-01-19T18:35:34Z,157.39,APPROVED,WALLET
t_004543,m_1006,2026-01-19T07:10:29Z,130.25,APPROVED,CARD
t_004544,m_1003,2026-01-19T16:51:38Z,17.82,APPROVED,WALLET
t_004545,m_1005,2026-01-19T20:46:48Z,179.06,APPROVED,WALLET
t_004546,m_1007,2026-01-19T18:46:13Z,128.11,APPROVED,WALLET
t_004547,m_1004,2026-01-19T07:00:33Z,9.13,APPROVED,CARD
t_004548,m_1006,2026-01-19T16:20:25Z,23.04,APPROVED,WALLET
t_004549,m_1006,2026-01-19T03:42:11Z,31.73,APPROVED,CARD
t_004550,m_1006,2026-01-19T11:23:47Z,25.25,DECLINED,CARD
t_004551,m_1002,2026-01-19T19:21:41Z,198.02,APPROVED,WALLET
t_004552,m_1007,2026-01-19T22:22:50Z,191.44,APPROVED,CARD
t_004553,m_1007,2026-01-19T00:54:41Z,207.48,APPROVED,WALLET
t_004554,m_1004,2026-01-19T20:20:02Z,218.71,APPROVED,CARD
t_004555,m_1002,2026-01-19T16:25:49Z,39.67,APPROVED,WALLET
t_004556,m_1005,2026-01-19T20:42:57Z,60.43,APPROVED,WALLET
t_004557,m_1006,2026-01-19T10:22:38Z,225.87,DECLINED,CARD
t_004558,m_1006,2026-01-19T10:47:02Z,107.21,APPROVED,WALLET
t_004559,m_1007,2026-01-19T17:42:50Z,183.35,APPROVED,CARD
t_004560,m_1003,2026-01-19T12:05:44Z,113.46,APPROVED,WALLET
t_004561,m_1002,2026-01-19T03:27:49Z,45.6,APPROVED,CARD
t_004562,m_1001,2026-01-19T11:01:21Z,87.37,APPROVED,WALLET
t_004563,m_1004,2026-01-19T23:04:57Z,11.57,APPROVED,CARD
t_004564,m_1005,2026-01-19T16:19:39Z,152.26,DECLINED,CARD
t_004565,m_1005,2026-01-19T09:20:45Z,206.16,APPROVED,WALLET
t_004566,m_1003,2026-01-19T17:22:34Z,55.08,DECLINED,WALLET
t_004567,m_1001,2026-01-19T10:31:56Z,122.66,APPROVED,CARD
t_004568,m_1007,2026-01-19T05:12:59Z,59.41,APPROVED,WALLET
t_004569,m_1007,2026-01-19T01:40:12Z,102.25,DECLINED,CARD
t_004570,m_1003,2026-01-19T21:25:48Z,100.51,DECLINED,CARD
t_004571,m_1006,2026-01-19T01:16:37Z,160.98,DECLINED,WALLET
t_004572,m_1005,2026-01-19T15:14:34Z,16.67,DECLINED,CARD
t_004573,m_1006,2026-01-19T10:19:51Z,195.27,APPROVED,WALLET
t_004574,m_1005,2026-01-19T09:57:16Z,105.06,APPROVED,WALLET
t_004575,m_1001,2026-01-19T07:54:52Z,193.84,APPROVED,WALLET
t_004576,m_1003,2026-01-19T00:44:04Z,109.99,DECLINED,WALLET
t_004577,m_1004,2026-01-19T07:27:48Z,126.41,APPROVED,CARD
t_004578,m_1003,2026-01-19T19:52:31Z,93.73,APPROVED,CARD
t_004579,m_1005,2026-01-19T22:50:09Z,166.82,APPROVED,WALLET
t_004580,m_1005,2026-01-19T07:06:45Z,12.8,APPROVED,CARD
t_004581,m_1003,2026-01-19T19:05:23Z,230.72,APPROVED,CARD
t_004582,m_1007,2026-01-19T07:44:14Z,46.65,APPROVED,WALLET
t_004583,m_1001,2026-01-19T18:46:22Z,158.01,APPROVED,CARD
t_004584,m_1005,2026-01-19T14:46:51Z,99.4,DECLINED,CARD
t_004585,m_1003,2026-01-19T09:57:50Z,98.23,APPROVED,WALLET
t_004586,m_1004,2026-01-19T06:01:46Z,33.65,APPROVED,WALLET
t_004587,m_1005,2026-01-19T09:40:41Z,23.79,APPROVED,WALLET
t_004588,m_1006,2026-01-19T20:48:07Z,108.19,APPROVED,WALLET
t_004589,m_1001,2026-01-19T05:30:57Z,44.32,APPROVED,CARD
t_004590,m_1004,2026-01-19T19:16:35Z,21.2,APPROVED,WALLET
t_004591,m_1001,2026-01-19T07:46:50Z,191.63,APPROVED,WALLET
t_004592,m_1004,2026-01-19T23:51:56Z,17.94,APPROVED,CARD
t_004593,m_1006,2026-01-19T16:37:51Z,114.36,APPROVED,CARD
t_004594,m_1005,2026-01-19T04:16:34Z,103.35,APPROVED,CARD
t_004595,m_1002,2026-01-19T00:58:51Z,40.86,DECLINED,WALLET
t_004596,m_1006,2026-01-19T01:00:36Z,182.46,APPROVED,CARD
t_004597,m_1001,2026-01-19T19:02:57Z,49.99,APPROVED,WALLET
t_004598,m_1001,2026-01-19T20:28:47Z,96.57,APPROVED,WALLET
t_004599,m_1001,2026-01-19T00:03:08Z,249.35,APPROVED,CARD
t_004600,m_1003,2026-01-19T05:56:51Z,237.71,APPROVED,CARD
t_004601,m_1002,2026-01-19T23:12:44Z,244.79,APPROVED,CARD
t_004602,m_1001,2026-01-19T07:07:46Z,111.4,APPROVED,CARD
t_004603,m_1004,2026-01-19T16:39:22Z,155.64,APPROVED,WALLET
t_004604,m_1007,2026-01-19T15:26:39Z,21.29,APPROVED,WALLET
t_004605,m_1003,2026-01-19T13:46:07Z,71.13,APPROVED,CARD
t_004606,m_1002,2026-01-19T08:22:49Z,215.08,APPROVED,WALLET
t_004607,m_1007,2026-01-19T13:29:58Z,92.36,DECLINED,CARD
t_004608,m_1007,2026-01-19T12:51:52Z,16.45,APPROVED,CARD
t_004609,m_1004,2026-01-19T04:22:24Z,57.28,APPROVED,WALLET
t_004610,m_1006,2026-01-19T21:56:24Z,223.78,APPROVED,WALLET
t_004611,m_1005,2026-01-19T05:23:40Z,48.54,APPROVED,WALLET
t_004612,m_1007,2026-01-19T08:58:51Z,26.35,APPROVED,CARD
t_004613,m_1002,2026-01-19T18:41:20Z,4.11,APPROVED,WALLET
t_004614,m_1003,2026-01-19T02:10:46Z,181.47,APPROVED,WALLET
t_004615,m_1007,2026-01-19T09:50:59Z,171.94,DECLINED,WALLET
t_004616,m_1004,2026-01-19T04:48:11Z,134.99,APPROVED,CARD
t_004617,m_1003,2026-01-19T16:00:48Z,62.96,APPROVED,WALLET
t_004618,m_1003,2026-01-19T09:25:24Z,183.74,APPROVED,WALLET
t_004619,m_1006,2026-01-19T16:27:18Z,146.53,APPROVED,WALLET
t_004620,m_1001,2026-01-19T03:54:16Z,175.23,APPROVED,WALLET
t_004621,m_1005,2026-01-19T10:48:13Z,19.16,DECLINED,CARD
t_004622,m_1003,2026-01-19T00:28:37Z,82.93,APPROVED,WALLET
t_004623,m_1006,2026-01-19T14:51:27Z,26.86,APPROVED,WALLET
t_004624,m_1005,2026-01-19T01:45:03Z,28.13,APPROVED,WALLET
t_004625,m_1002,2026-01-19T02:55:19Z,54.31,APPROVED,CARD
t_004626,m_1001,2026-01-19T08:32:14Z,110.27,APPROVED,CARD
t_004627,m_1006,2026-01-19T03:32:51Z,7.14,APPROVED,CARD
t_004628,m_1005,2026-01-19T15:34:06Z,14.68,APPROVED,WALLET
t_004629,m_1004,2026-01-19T10:16:08Z,85.01,APPROVED,CARD
t_004630,m_1004,2026-01-19T21:55:35Z,164.14,APPROVED,WALLET
t_004631,m_1007,2026-01-19T19:44:42Z,52.29,DECLINED,CARD
t_004632,m_1003,2026-01-19T08:59:11Z,177.71,APPROVED,WALLET
t_004633,m_1001,2026-01-19T01:48:11Z,51.63,APPROVED,WALLET
t_004634,m_1007,2026-01-19T11:26:41Z,173.93,APPROVED,CARD
t_004635,m_1006,2026-01-19T11:08:58Z,208.33,APPROVED,CARD
t_004636,m_1001,2026-01-19T09:52:50Z,41.31,APPROVED,WALLET
t_004637,m_1001,2026-01-19T03:31:20Z,22.08,APPROVED,CARD
t_004638,m_1001,2026-01-19T03:15:55Z,102.54,DECLINED,CARD
t_004639,m_1007,2026-01-19T17:43:09Z,35.23,DECLINED,WALLET
t_004640,m_1001,2026-01-19T01:04:20Z,60.71,DECLINED,CARD
t_004641,m_1002,2026-01-19T22:41:11Z,15.13,APPROVED,CARD
t_004642,m_1001,2026-01-19T22:38:47Z,154.84,APPROVED,CARD
t_004643,m_1001,2026-01-19T07:05:16Z,135.18,APPROVED,CARD
t_004644,m_1002,2026-01-19T07:46:41Z,46.47,APPROVED,WALLET
t_004645,m_1001,2026-01-19T07:19:10Z,63.46,APPROVED,WALLET
t_004646,m_1007,2026-01-19T14:03:43Z,73.34,APPROVED,WALLET
t_004647,m_1002,2026-01-19T17:05:25Z,77.06,APPROVED,WALLET
t_004648,m_1004,2026-01-19T00:10:11Z,68.5,APPROVED,WALLET
t_004649,m_1002,2026-01-19T09:08:11Z,187.25,APPROVED,WALLET
t_004650,m_1002,2026-01-19T14:55:48Z,115.37,APPROVED,CARD
t_004651,m_1003,2026-01-19T22:35:36Z,139.11,APPROVED,CARD
t_004652,m_1005,2026-01-19T16:06:53Z,60.7,APPROVED,CARD
t_004653,m_1003,2026-01-19T23:29:11Z,249.33,DECLINED,WALLET
t_004654,m_1003,2026-01-19T11:20:36Z,212.3,APPROVED,WALLET
t_004655,m_1002,2026-01-19T12:37:50Z,64.21,APPROVED,CARD
t_004656,m_1005,2026-01-19T14:13:26Z,77.49,APPROVED,WALLET
t_004657,m_1002,2026-01-19T08:30:25Z,212.78,APPROVED,CARD
t_004658,m_1003,2026-01-19T15:04:49Z,248.13,APPROVED,WALLET
t_004659,m_1004,2026-01-19T10:50:42Z,61.01,APPROVED,WALLET
t_004660,m_1002,2026-01-19T21:38:56Z,192.29,APPROVED,WALLET
t_004661,m_1006,2026-01-19T08:31:09Z,74.9,DECLINED,WALLET
t_004662,m_1004,2026-01-19T20:13:09Z,76.91,APPROVED,CARD
t_004663,m_1002,2026-01-19T21:52:29Z,216.33,APPROVED,WALLET
t_004664,m_1002,2026-01-19T21:20:35Z,233.05,APPROVED,CARD
t_004665,m_1006,2026-01-19T09:46:26Z,138.71,APPROVED,WALLET
t_004666,m_1002,2026-01-19T22:49:36Z,9.94,APPROVED,WALLET
t_004667,m_1006,2026-01-19T18:22:09Z,76.47,APPROVED,CARD
t_004668,m_1005,2026-01-19T20:46:48Z,222.74,APPROVED,CARD
t_004669,m_1004,2026-01-19T03:16:22Z,215.6,APPROVED,CARD
t_004670,m_1001,2026-01-19T13:26:57Z,196.17,APPROVED,WALLET
t_004671,m_1001,2026-01-19T00:59:15Z,9.2,APPROVED,WALLET
t_004672,m_1002,2026-01-19T12:57:03Z,119.73,APPROVED,CARD
t_004673,m_1001,2026-01-19T09:20:34Z,154.74,APPROVED,CARD
t_004674,m_1005,2026-01-19T04:46:24Z,183.92,APPROVED,CARD
t_004675,m_1002,2026-01-19T04:10:18Z,101.66,APPROVED,WALLET
t_004676,m_1007,2026-01-19T15:05:25Z,48.84,APPROVED,CARD
t_004677,m_1006,2026-01-19T19:44:53Z,159.49,APPROVED,WALLET
